transaction_id,drug_id,hospital_id,transaction_type,quantity,transaction_date,performed_by
DT0001127,DR032,H004,Dispensing,40,2024-10-30,Lotfy Attia
DT0001128,DR118,H004,Adjustment,18,2025-02-07,Ola El-Hariry
DT0001129,DR010,H004,Dispensing,13,2024-07-14,Walid El-Desouky
DT0001130,DR060,H004,Purchase,357,2024-12-20,Salma Hatem
DT0001131,DR067,H004,Dispensing,175,2025-02-02,Yara El-Tayeb
DT0001132,DR117,H004,Purchase,210,2025-03-31,Ghada Farghaly
DT0001133,DR105,H004,Dispensing,22,2024-07-10,Amal Lotfy
DT0001134,DR084,H004,Dispensing,19,2024-12-26,Nour El-Zanaty
DT0001135,DR031,H004,Dispensing,4,2024-08-12,Abdelhamid Hanafy
DT0001136,DR016,H004,Dispensing,7,2024-12-08,Amr El-Banna
DT0001137,DR009,H004,Dispensing,26,2024-05-21,Nadia Fawzy
DT0001138,DR122,H004,Dispensing,48,2025-03-02,Hazem Hassan
DT0001139,DR123,H004,Dispensing,14,2024-12-30,May Salem
DT0001140,DR140,H004,Dispensing,10,2024-06-17,Nada Hassan
DT0001141,DR030,H004,Dispensing,46,2024-05-23,Samira Lotfy
DT0001142,DR106,H004,Dispensing,106,2024-10-24,Wassim Amin
DT0001143,DR028,H004,Dispensing,39,2025-04-10,Nour El-Zanaty
DT0001144,DR091,H004,Purchase,147,2024-06-19,Dalia El-Banna
DT0001145,DR134,H004,Adjustment,17,2025-04-12,Wassim Amin
DT0001146,DR084,H004,Dispensing,20,2025-05-02,Farida El-Malt
DT0001147,DR061,H004,Adjustment,12,2025-04-09,Nada Hassan
DT0001148,DR126,H004,Purchase,149,2025-03-20,Raafat Morsi
DT0001149,DR172,H004,Dispensing,49,2024-06-23,Yara Mansour
DT0001150,DR116,H004,Adjustment,28,2025-01-05,Lamia Ismail
DT0001151,DR001,H004,Dispensing,10,2024-06-20,Saad El-Sayed
DT0001152,DR132,H004,Wastage,12,2024-06-26,Moneer El-Sherbeny
DT0001153,DR156,H004,Return,8,2025-03-08,Nadia Fawzy
DT0001154,DR031,H004,Adjustment,15,2024-07-21,Soha Gaber
DT0001155,DR095,H004,Dispensing,44,2025-02-11,Nagwa Gaber
DT0001156,DR146,H004,Purchase,454,2024-11-20,Raafat Mahrous
DT0001157,DR017,H004,Dispensing,4,2024-07-05,Raafat Morsi
DT0001158,DR038,H004,Dispensing,46,2024-09-14,Fatima El-Diwany
DT0001159,DR066,H004,Return,13,2025-03-10,Asmaa El-Shaer
DT0001160,DR073,H004,Return,27,2025-01-15,Basel Barakat
DT0001161,DR043,H004,Return,5,2024-12-02,Akram Bayoumi
DT0001162,DR156,H004,Wastage,25,2024-06-22,Hassan El-Malt
DT0001163,DR127,H004,Purchase,153,2025-05-01,Randa Abdallah
DT0001164,DR026,H004,Adjustment,22,2024-07-15,Rania Abdel-Aziz
DT0001165,DR057,H004,Adjustment,14,2025-01-11,Shaimaa Mansour
DT0001166,DR148,H004,Dispensing,293,2024-08-11,Raafat Mahrous
DT0001167,DR032,H004,Dispensing,31,2025-03-07,Yara Mansour
DT0001168,DR094,H004,Dispensing,27,2024-12-06,Aisha Ali
DT0001169,DR154,H004,Dispensing,43,2024-10-18,Nasr Sorour
DT0001170,DR157,H004,Dispensing,48,2025-03-22,Basma Shaaban
DT0001171,DR013,H004,Purchase,194,2024-05-31,Ramy Hamza
DT0001172,DR076,H004,Adjustment,24,2024-07-19,Hazem Hassan
DT0001173,DR107,H004,Dispensing,48,2024-07-07,Akram Bayoumi
DT0001174,DR131,H004,Return,24,2024-09-14,Nabil Soliman
DT0001175,DR081,H004,Adjustment,19,2024-08-21,Fares El-Shaer
DT0001176,DR057,H004,Dispensing,26,2024-10-09,Rozan El-Sayed
DT0001177,DR039,H004,Dispensing,28,2024-07-25,Hani Amin
DT0001178,DR127,H004,Adjustment,27,2024-10-07,Raafat Mahrous
DT0001179,DR073,H004,Dispensing,33,2024-07-17,Lotfy Attia
DT0001180,DR057,H004,Dispensing,28,2024-08-13,Diaa Gaber
DT0001181,DR156,H004,Dispensing,46,2024-05-30,Salma Hamouda
DT0001182,DR139,H004,Dispensing,14,2025-05-04,Howaida El-Arabi
DT0001183,DR061,H004,Purchase,96,2025-02-22,Nevine Nofal
DT0001184,DR121,H004,Purchase,498,2024-09-13,Nour El-Zanaty
DT0001185,DR040,H004,Dispensing,1,2024-11-18,Farida El-Gohary
DT0001186,DR137,H004,Dispensing,49,2025-01-23,Rozan El-Sayed
DT0001187,DR039,H004,Dispensing,40,2024-12-28,Sobhi Eid
DT0001188,DR004,H004,Wastage,2,2025-01-07,Hassan El-Malt
DT0001189,DR117,H004,Dispensing,26,2024-11-08,Hind Shalaby
DT0001190,DR157,H004,Dispensing,42,2024-07-01,Medhat El-Sawi
DT0001191,DR062,H004,Dispensing,23,2024-07-13,Ola El-Hariry
DT0001192,DR048,H004,Dispensing,42,2024-09-06,Ramzy Ibrahim
DT0001193,DR110,H004,Dispensing,6,2024-08-23,Sobhi Osman
DT0001194,DR040,H004,Dispensing,17,2025-02-09,Fathy El-Gohary
DT0001195,DR059,H004,Wastage,28,2024-05-09,Riham Rashad
DT0001196,DR065,H004,Wastage,28,2025-01-29,Iman Selim
DT0001197,DR034,H004,Purchase,469,2024-09-12,Mahmoud Abdel-Aziz
DT0001198,DR167,H004,Dispensing,9,2025-02-19,Farida El-Gohary
DT0001199,DR121,H004,Purchase,233,2025-02-25,Mahmoud Abdel-Aziz
DT0001200,DR001,H004,Return,6,2024-06-18,Khaled El-Hamzawy
DT0001201,DR070,H004,Dispensing,45,2024-12-09,Marwan Ramadan
DT0001202,DR081,H004,Purchase,267,2024-11-16,Hatem Radwan
DT0001203,DR140,H004,Purchase,88,2025-01-11,Samir Shoman
DT0001204,DR088,H004,Dispensing,20,2024-09-05,Amr El-Banna
DT0001205,DR166,H004,Dispensing,16,2024-07-13,Ayman Mohamed
DT0001206,DR137,H004,Wastage,2,2025-03-30,Soha Gaber
DT0001207,DR064,H004,Purchase,204,2024-12-24,Ramy Hamza
DT0001208,DR167,H004,Dispensing,42,2024-08-28,Samira Lotfy
DT0001209,DR109,H004,Adjustment,18,2025-02-07,Ehab El-Gazar
DT0001210,DR150,H004,Purchase,367,2025-02-06,Omar El-Hariry
DT0001211,DR171,H004,Dispensing,22,2024-12-07,Ghada Farghaly
DT0001212,DR058,H004,Purchase,94,2024-09-23,Iman Selim
DT0001213,DR147,H004,Purchase,243,2024-08-18,Nada Hassan
DT0001214,DR115,H004,Wastage,6,2025-01-26,Rania Abdel-Aziz
DT0001215,DR155,H004,Dispensing,37,2024-12-31,Karam Morsi
DT0001216,DR009,H004,Purchase,281,2024-11-30,Ayman Amin
DT0001217,DR055,H004,Purchase,410,2025-03-03,Mamdouh El-Gohary
DT0001218,DR108,H004,Dispensing,48,2024-11-02,Ayman Amin
DT0001219,DR148,H004,Purchase,89,2025-04-19,Khadija Fawzy
DT0001220,DR114,H004,Adjustment,19,2024-09-24,Basel Ali
DT0001221,DR120,H004,Dispensing,43,2024-11-23,Dalia El-Banna
DT0001222,DR123,H004,Dispensing,3,2024-09-28,Nour El-Zanaty
DT0001223,DR126,H004,Dispensing,11,2025-04-20,Safaa Hegazy
DT0001224,DR162,H004,Dispensing,43,2025-05-04,Howaida El-Arabi
DT0001225,DR129,H004,Return,6,2025-01-08,Khaled El-Hamzawy
DT0001226,DR054,H004,Dispensing,25,2024-08-23,Sherif Abdel-Monem
DT0001227,DR086,H004,Dispensing,27,2024-12-29,Fares El-Shaer
DT0001228,DR090,H004,Dispensing,4,2024-12-29,Omar El-Hariry
DT0001229,DR137,H004,Dispensing,32,2025-02-24,Nour El-Zanaty
DT0001230,DR014,H004,Dispensing,14,2024-09-22,Basma Shaaban
DT0001231,DR065,H004,Purchase,157,2024-06-14,Nabil Soliman
DT0001232,DR153,H004,Purchase,342,2024-09-07,Nevine Nofal
DT0001233,DR094,H004,Purchase,51,2024-06-27,Walid El-Desouky
DT0001234,DR170,H004,Return,30,2024-05-19,Samah Helal
DT0001235,DR100,H004,Dispensing,34,2024-08-13,Labib Younis
DT0001236,DR151,H004,Adjustment,10,2024-05-17,Salma Hamouda
DT0001237,DR116,H004,Dispensing,19,2025-02-07,Samah Helal
DT0001238,DR032,H004,Dispensing,17,2024-10-30,Yara Mansour
DT0001239,DR103,H004,Dispensing,35,2025-05-08,Riham Rashad
DT0001240,DR130,H004,Purchase,186,2025-03-17,Salma Hamouda
DT0001241,DR101,H004,Purchase,367,2024-06-08,Ayman Amin
DT0001242,DR044,H004,Wastage,9,2024-11-27,Samir El-Naggar
DT0001243,DR141,H004,Dispensing,44,2024-06-21,Amr Bayoumi
DT0001244,DR048,H004,Dispensing,21,2024-05-30,Ali Mahrous
DT0001245,DR070,H004,Adjustment,12,2024-09-16,Ramzy Ibrahim
DT0001246,DR166,H004,Dispensing,45,2024-08-07,Nabil Soliman
DT0001247,DR071,H004,Purchase,179,2025-02-26,Medhat El-Sawi
DT0001248,DR032,H004,Dispensing,10,2025-02-21,Saad El-Sayed
DT0001249,DR099,H004,Purchase,66,2024-08-19,Farida El-Malt
DT0001250,DR084,H004,Purchase,449,2024-06-15,Walid El-Desouky
DT0001251,DR002,H004,Return,9,2025-02-01,Basel Barakat
DT0001252,DR037,H004,Wastage,19,2025-04-17,Wassim Amin
DT0001253,DR083,H004,Wastage,18,2024-10-05,Zaki Khalil
DT0001254,DR045,H004,Adjustment,16,2025-03-02,Sobhi Osman
DT0001255,DR106,H004,Purchase,217,2025-04-13,Iman Selim
DT0001256,DR114,H004,Dispensing,46,2025-01-01,Ghada Farghaly
DT0001257,DR158,H004,Wastage,4,2024-12-21,Karam Morsi
DT0001258,DR105,H004,Return,18,2024-08-13,Iman Selim
DT0001259,DR032,H004,Dispensing,4,2025-04-09,Sobhi Eid
DT0001260,DR081,H004,Purchase,163,2025-01-20,Sherif Abdel-Monem
DT0001261,DR048,H004,Purchase,317,2025-01-24,Bahaa Ahmed
DT0001262,DR069,H004,Dispensing,43,2025-02-01,May Salem
DT0001263,DR036,H004,Purchase,145,2024-11-13,Marwan Ramadan
DT0001264,DR100,H004,Dispensing,29,2025-02-08,Salma Hatem
DT0001265,DR019,H004,Dispensing,40,2024-05-09,Raafat Mahrous
DT0001266,DR174,H004,Purchase,463,2025-02-24,Mohsen Radwan
DT0001267,DR052,H004,Purchase,196,2025-03-29,Hazem Hassan
DT0001268,DR170,H004,Return,26,2024-07-27,Raafat Mahrous
DT0001269,DR078,H004,Dispensing,14,2025-02-01,Ayman Mohamed
DT0001270,DR084,H004,Dispensing,42,2024-10-15,Amal Lotfy
DT0001271,DR093,H004,Adjustment,1,2024-08-31,Farida El-Gohary
DT0001272,DR066,H004,Purchase,452,2024-11-01,Niveen Tobar
DT0001273,DR145,H004,Dispensing,8,2025-01-15,Basel Ali
DT0001274,DR019,H004,Wastage,27,2024-10-16,Maged Farag
DT0001275,DR166,H004,Dispensing,49,2025-04-07,Aisha Ali
DT0001276,DR161,H004,Wastage,3,2025-04-27,Ramzy Ibrahim
DT0001277,DR107,H004,Return,29,2024-06-18,Wassim Amin
DT0001278,DR075,H004,Dispensing,19,2024-12-24,Fathy El-Gohary
DT0001279,DR032,H004,Dispensing,39,2025-03-30,Rania Abdel-Aziz
DT0001280,DR016,H004,Dispensing,39,2024-11-09,Fathy El-Arabi
DT0001281,DR065,H004,Dispensing,33,2024-11-14,Rania Abdel-Aziz
DT0001282,DR153,H004,Adjustment,15,2025-03-23,Zaki Rushdy
DT0001283,DR012,H004,Adjustment,18,2024-06-11,Lotfy Attia
DT0001284,DR008,H004,Dispensing,18,2024-06-27,Mamdouh El-Gohary
DT0001285,DR056,H004,Adjustment,12,2024-12-01,Mamdouh El-Gohary
DT0001286,DR117,H004,Purchase,485,2024-11-08,Marwan Ramadan
DT0001287,DR030,H004,Dispensing,22,2025-01-11,Fathy El-Gohary
DT0001288,DR102,H004,Dispensing,25,2025-03-24,Samer Metwally
DT0001289,DR123,H004,Adjustment,4,2024-05-09,Randa Abdallah
DT0001290,DR147,H004,Return,7,2025-03-24,Youssef Hamouda
DT0001291,DR168,H004,Dispensing,29,2025-04-19,Fares El-Shaer
DT0001292,DR118,H004,Purchase,467,2025-04-25,Dalia El-Banna
DT0001293,DR168,H004,Dispensing,38,2024-10-17,Wassim Amin
DT0001294,DR020,H004,Adjustment,19,2024-11-02,Niveen Tobar
DT0001295,DR155,H004,Dispensing,12,2025-03-13,Lamia Ali
DT0001296,DR073,H004,Purchase,160,2025-02-10,Sobhi Eid
DT0001297,DR124,H004,Wastage,19,2025-03-27,Fathy El-Gohary
DT0001298,DR061,H004,Dispensing,19,2025-04-21,Samah Helal
DT0001299,DR167,H004,Dispensing,27,2025-03-10,Zaki Rushdy
DT0001300,DR072,H004,Dispensing,11,2025-01-18,Hani Amin
DT0001301,DR106,H004,Adjustment,3,2024-05-13,Samer Metwally
DT0001302,DR025,H004,Return,12,2024-07-09,Safaa El-Banna
DT0001303,DR134,H004,Purchase,302,2024-11-25,Ayman Mohamed
DT0001304,DR057,H004,Purchase,337,2024-05-14,Mamdouh El-Gohary
DT0001305,DR041,H004,Adjustment,19,2025-02-28,Samer El-Wakeel
DT0001306,DR051,H004,Wastage,10,2024-09-01,Moneer El-Sherbeny
DT0001307,DR032,H004,Return,2,2025-03-20,Diaa Gaber
DT0001308,DR052,H004,Adjustment,1,2024-09-16,Nadia Fawzy
DT0001309,DR034,H004,Dispensing,29,2025-03-07,Rania Abdel-Aziz
DT0001310,DR031,H004,Dispensing,46,2025-03-23,Nagy Eid
DT0001311,DR108,H004,Dispensing,20,2025-03-27,Mahmoud Abdel-Aziz
DT0001312,DR036,H004,Dispensing,18,2025-01-02,Salma Hatem
DT0001313,DR156,H004,Dispensing,3,2024-12-10,Zaki Khalil
DT0001314,DR065,H004,Dispensing,5,2024-07-07,Samira Lotfy
DT0001315,DR051,H004,Return,1,2024-05-24,Basel Barakat
DT0001316,DR060,H004,Dispensing,7,2025-01-03,Mamdouh El-Gohary
DT0001317,DR061,H004,Dispensing,39,2024-06-20,Hesham Radwan
DT0001318,DR006,H004,Purchase,226,2024-11-14,Wassim Amin
DT0001319,DR143,H004,Return,5,2024-05-20,Wassim Fawzy
DT0001320,DR012,H004,Adjustment,27,2024-05-10,Farida El-Gohary
DT0001321,DR031,H004,Return,19,2025-03-03,Omar El-Hariry
DT0001322,DR089,H004,Wastage,9,2024-08-23,Ayman Amin
DT0001323,DR017,H004,Dispensing,8,2025-02-19,Labib Younis
DT0001324,DR077,H004,Dispensing,128,2024-10-14,Moneer El-Sherbeny
DT0001325,DR129,H004,Adjustment,19,2025-04-02,Ola El-Hariry
DT0001326,DR120,H004,Dispensing,28,2024-07-21,Moneer El-Sherbeny
DT0001327,DR163,H004,Purchase,384,2025-03-06,Saad Abdel-Monem
DT0001328,DR011,H004,Purchase,67,2024-06-17,Nagy Eid
DT0001329,DR170,H004,Dispensing,48,2024-05-23,Ghada Farghaly
DT0001330,DR014,H004,Wastage,8,2024-10-08,Wassim Fawzy
DT0001331,DR170,H004,Purchase,411,2025-03-10,Mamdouh El-Gohary
DT0001332,DR142,H004,Dispensing,43,2024-11-18,Saad El-Sayed
DT0001333,DR089,H004,Dispensing,38,2024-06-07,Walid El-Desouky
DT0001334,DR037,H004,Dispensing,23,2024-08-20,Ola El-Hariry
DT0001335,DR083,H004,Dispensing,27,2024-11-13,Saad Abdel-Monem
DT0001336,DR052,H004,Dispensing,25,2024-08-22,Basma Abdel-Monem
DT0001337,DR010,H004,Wastage,15,2024-12-23,Saad Abdel-Monem
DT0001338,DR134,H004,Dispensing,32,2024-10-15,Akram Bayoumi
DT0001339,DR117,H004,Dispensing,257,2024-06-15,Nashaat El-Diwany
DT0001340,DR060,H004,Return,2,2024-12-10,Sherif Abdel-Monem
DT0001341,DR087,H004,Dispensing,4,2024-05-15,Raafat Morsi
DT0001342,DR105,H004,Wastage,28,2024-06-25,Nevine Nofal
DT0001343,DR049,H004,Dispensing,19,2024-11-28,Basel Barakat
DT0001344,DR064,H004,Wastage,8,2024-12-14,Maged Farag
DT0001345,DR075,H004,Dispensing,10,2024-07-25,Nour El-Zanaty
DT0001346,DR020,H004,Dispensing,31,2024-06-16,May Salem
DT0001347,DR072,H004,Purchase,266,2025-04-02,Zaki Khalil
DT0001348,DR092,H004,Dispensing,41,2025-05-04,Basel Barakat
DT0001349,DR073,H004,Dispensing,19,2024-10-25,Amal Lotfy
DT0001350,DR103,H004,Dispensing,185,2024-11-29,Samir El-Naggar
DT0001351,DR141,H004,Adjustment,3,2024-12-29,Diaa Gaber
DT0001352,DR118,H004,Dispensing,31,2024-07-23,Asmaa El-Shaer
DT0001353,DR112,H004,Dispensing,9,2024-11-16,Lamia Ismail
DT0001354,DR116,H004,Return,30,2024-05-24,Magid Ghanem
DT0001355,DR169,H004,Purchase,453,2024-09-10,Saad El-Sayed
DT0001356,DR039,H004,Return,30,2025-04-23,Hani Amin
DT0001357,DR085,H004,Dispensing,11,2025-03-13,Basel Barakat
DT0001358,DR152,H004,Dispensing,34,2024-11-20,Raafat Morsi
DT0001359,DR062,H004,Purchase,192,2024-05-22,Fathy El-Gohary
DT0001360,DR083,H004,Dispensing,12,2025-04-06,Omar El-Hariry
DT0001361,DR162,H004,Dispensing,12,2025-04-28,Lamia Ismail
DT0001362,DR027,H004,Purchase,481,2024-06-06,Diaa Gaber
DT0001363,DR045,H004,Purchase,293,2025-02-28,Ola El-Hariry
DT0001364,DR036,H004,Adjustment,3,2024-11-30,Asmaa El-Shaer
DT0001365,DR087,H004,Dispensing,11,2025-04-12,Ramzy Rushdy
DT0001366,DR010,H004,Purchase,283,2024-06-18,Raafat Morsi
DT0001367,DR174,H004,Wastage,14,2025-01-31,Marwan Shehata
DT0001368,DR116,H004,Dispensing,47,2024-10-01,Samer El-Wakeel
DT0001369,DR078,H004,Adjustment,5,2024-11-02,Dalia El-Banna
DT0001370,DR111,H004,Adjustment,9,2024-07-03,Lotfy Attia
DT0001371,DR096,H004,Dispensing,28,2024-06-07,Nour El-Zanaty
DT0001372,DR150,H004,Adjustment,22,2024-10-02,Samir Shoman
DT0001373,DR106,H004,Purchase,260,2024-08-16,Ramzy Ibrahim
DT0001374,DR024,H004,Dispensing,15,2025-04-22,Raafat Morsi
DT0001375,DR016,H004,Adjustment,11,2024-07-19,Rania Abdel-Aziz
DT0001376,DR101,H004,Return,20,2024-06-11,Nada Hassan
DT0001377,DR083,H004,Dispensing,2,2024-06-09,Medhat El-Sawi
DT0001378,DR059,H004,Dispensing,37,2024-10-04,Mohsen Radwan
DT0001379,DR124,H004,Return,10,2024-06-21,Nour El-Zanaty
DT0001380,DR118,H004,Dispensing,40,2024-06-04,Samira Lotfy
DT0001381,DR019,H004,Dispensing,37,2024-10-31,Iman Selim
DT0001382,DR144,H004,Dispensing,38,2024-07-07,Howaida El-Arabi
DT0001383,DR107,H004,Dispensing,43,2024-08-19,Marwan Ramadan
DT0001384,DR065,H004,Dispensing,2,2024-07-16,Salma Hatem
DT0001385,DR057,H004,Wastage,27,2024-09-06,Walid El-Desouky
DT0001386,DR008,H004,Return,19,2024-09-25,Fathy El-Arabi
DT0001387,DR116,H004,Dispensing,6,2024-11-22,Shaimaa Mansour
DT0001388,DR156,H004,Dispensing,4,2024-09-16,Rozan El-Sayed
DT0001389,DR140,H004,Dispensing,31,2025-02-03,Moneer El-Sherbeny
DT0001390,DR098,H004,Dispensing,50,2024-09-04,Amr El-Banna
DT0001391,DR115,H004,Adjustment,7,2024-10-06,Amr Bayoumi
DT0001392,DR169,H004,Dispensing,9,2024-09-19,Mamdouh El-Gohary
DT0001393,DR075,H004,Return,13,2024-10-30,Nevine Nofal
DT0001394,DR005,H004,Wastage,22,2025-02-10,Safaa Hegazy
DT0001395,DR159,H004,Dispensing,40,2024-09-13,Khadija Fawzy
DT0001396,DR055,H004,Return,27,2024-06-07,Sobhi Osman
DT0001397,DR046,H004,Dispensing,41,2024-08-07,Zaki Khalil
DT0001398,DR163,H004,Adjustment,26,2024-06-07,Labib Younis
DT0001399,DR150,H004,Dispensing,12,2025-02-20,Ziad El-Assar
DT0001400,DR172,H004,Return,27,2025-03-22,Nagwa Gaber
DT0001401,DR030,H005,Dispensing,18,2024-10-10,Amal Lotfy
DT0001402,DR151,H005,Purchase,425,2024-12-09,Basma Shaaban
DT0001403,DR088,H005,Adjustment,22,2024-06-16,Moneer El-Sherbeny
DT0001404,DR148,H005,Purchase,104,2024-12-14,Hatem Radwan
DT0001405,DR077,H005,Dispensing,13,2024-07-23,May Salem
DT0001406,DR145,H005,Return,21,2025-03-24,Yara El-Tayeb
DT0001407,DR098,H005,Return,25,2024-09-13,Mohsen Radwan
DT0001408,DR122,H005,Dispensing,47,2024-12-01,Hassan El-Malt
DT0001409,DR008,H005,Dispensing,10,2024-06-03,Samer Metwally
DT0001410,DR051,H005,Dispensing,7,2024-11-04,Raafat Morsi
DT0001411,DR146,H005,Dispensing,42,2025-02-06,Basma Abdel-Monem
DT0001412,DR095,H005,Dispensing,20,2025-01-25,Samah Helal
DT0001413,DR131,H005,Dispensing,231,2024-11-24,Amal Lotfy
DT0001414,DR016,H005,Dispensing,16,2024-07-12,Howaida El-Arabi
DT0001415,DR072,H005,Return,14,2024-09-18,Ola El-Hariry
DT0001416,DR081,H005,Return,29,2025-03-22,Lotfy Attia
DT0001417,DR153,H005,Dispensing,18,2025-01-14,Lamia Ismail
DT0001418,DR120,H005,Adjustment,25,2024-06-11,Samira Lotfy
DT0001419,DR013,H005,Adjustment,15,2024-09-13,Raafat Mahrous
DT0001420,DR104,H005,Purchase,57,2025-01-08,Maged Farag
DT0001421,DR160,H005,Purchase,159,2024-06-28,Amr El-Banna
DT0001422,DR058,H005,Dispensing,43,2025-05-07,Moneer El-Sherbeny
DT0001423,DR008,H005,Dispensing,14,2025-02-01,Farida El-Malt
DT0001424,DR120,H005,Dispensing,32,2024-05-26,Raafat Mahrous
DT0001425,DR084,H005,Purchase,342,2024-07-03,Soha Gaber
DT0001426,DR053,H005,Return,20,2024-11-29,Shaimaa Mansour
DT0001427,DR102,H005,Dispensing,36,2024-10-29,Tharwat El-Banna
DT0001428,DR152,H005,Wastage,18,2025-05-04,Ramzy Rushdy
DT0001429,DR004,H005,Dispensing,24,2024-06-23,Basel Ali
DT0001430,DR024,H005,Purchase,450,2024-07-21,Raafat Mahrous
DT0001431,DR057,H005,Dispensing,42,2024-05-19,Randa Abdallah
DT0001432,DR063,H005,Adjustment,22,2025-04-22,Karam Morsi
DT0001433,DR118,H005,Dispensing,4,2025-01-26,Yara Mansour
DT0001434,DR119,H005,Return,10,2025-01-11,Ghada Farghaly
DT0001435,DR156,H005,Purchase,310,2025-02-05,Mamdouh El-Gohary
DT0001436,DR009,H005,Dispensing,8,2025-01-20,Raafat Mahrous
DT0001437,DR149,H005,Dispensing,14,2024-10-17,Hazem Hassan
DT0001438,DR165,H005,Dispensing,217,2024-11-22,Magid Ghanem
DT0001439,DR034,H005,Dispensing,49,2024-06-13,Samir El-Naggar
DT0001440,DR124,H005,Purchase,389,2024-11-26,Safaa Hegazy
DT0001441,DR173,H005,Dispensing,23,2024-11-17,Randa Abdallah
DT0001442,DR101,H005,Dispensing,38,2025-01-15,Samer El-Wakeel
DT0001443,DR004,H005,Return,3,2024-12-06,Fathy El-Arabi
DT0001444,DR108,H005,Purchase,320,2024-11-24,Samira Lotfy
DT0001445,DR004,H005,Dispensing,41,2024-08-10,Mamdouh El-Gohary
DT0001446,DR016,H005,Dispensing,1,2024-10-11,Samira Lotfy
DT0001447,DR132,H005,Dispensing,27,2024-10-15,Sobhi Eid
DT0001448,DR095,H005,Return,24,2025-03-03,Shereen Shaaban
DT0001449,DR131,H005,Return,15,2025-04-03,Aisha Ali
DT0001450,DR160,H005,Adjustment,21,2025-02-22,Karam Morsi
DT0001451,DR016,H005,Purchase,331,2025-04-14,Asmaa El-Shaer
DT0001452,DR129,H005,Wastage,9,2024-07-12,Maged Farag
DT0001453,DR012,H005,Dispensing,45,2025-03-26,Khaled El-Hamzawy
DT0001454,DR054,H005,Dispensing,45,2024-10-04,Samira Lotfy
DT0001455,DR086,H005,Wastage,29,2024-06-20,Mahmoud Abdel-Aziz
DT0001456,DR110,H005,Dispensing,173,2025-03-06,Fathy El-Arabi
DT0001457,DR069,H005,Adjustment,9,2025-01-14,Lamia Ismail
DT0001458,DR157,H005,Purchase,483,2025-02-21,Amr El-Banna
DT0001459,DR004,H005,Purchase,485,2024-12-28,Abdelhamid Hanafy
DT0001460,DR068,H005,Dispensing,7,2025-02-14,Salma Hatem
DT0001461,DR067,H005,Adjustment,15,2024-09-09,Yara Mansour
DT0001462,DR075,H005,Dispensing,50,2025-03-26,Sobhi Eid
DT0001463,DR050,H005,Dispensing,24,2024-10-10,Safaa Hegazy
DT0001464,DR099,H005,Dispensing,49,2024-06-05,Fares El-Shaer
DT0001465,DR061,H005,Dispensing,29,2025-04-11,Hazem Hassan
DT0001466,DR166,H005,Return,20,2024-09-14,Shaimaa Mansour
DT0001467,DR160,H005,Purchase,178,2025-04-12,Fatima El-Diwany
DT0001468,DR125,H005,Adjustment,4,2025-04-10,Magid Ghanem
DT0001469,DR171,H005,Dispensing,8,2024-10-10,Abdelaziz El-Rashidy
DT0001470,DR124,H005,Dispensing,19,2025-01-01,Abdelaziz El-Rashidy
DT0001471,DR011,H005,Return,14,2025-01-12,Diaa Gaber
DT0001472,DR081,H005,Dispensing,14,2024-11-23,Raafat Mahrous
DT0001473,DR089,H005,Wastage,3,2025-01-01,Salma Hamouda
DT0001474,DR149,H005,Purchase,120,2024-05-19,Niveen Tobar
DT0001475,DR024,H005,Adjustment,21,2024-06-06,Wassim Amin
DT0001476,DR084,H005,Dispensing,32,2024-12-21,Saad El-Sayed
DT0001477,DR083,H005,Dispensing,16,2025-01-18,Randa Abdallah
DT0001478,DR048,H005,Wastage,4,2025-01-13,Maged Farag
DT0001479,DR091,H005,Dispensing,40,2024-06-11,Ramy Hamza
DT0001480,DR050,H005,Adjustment,20,2024-08-23,Nasr Sorour
DT0001481,DR014,H005,Adjustment,3,2025-05-05,Randa Abdallah
DT0001482,DR047,H005,Dispensing,38,2024-06-12,Nour El-Zanaty
DT0001483,DR170,H005,Dispensing,15,2024-08-29,Sobhi Eid
DT0001484,DR121,H005,Dispensing,19,2024-10-03,Safaa Hegazy
DT0001485,DR043,H005,Adjustment,12,2025-03-15,Lamia Ismail
DT0001486,DR019,H005,Dispensing,39,2024-05-28,Hassan El-Malt
DT0001487,DR057,H005,Dispensing,34,2024-07-10,Sobhi Eid
DT0001488,DR157,H005,Return,11,2025-03-21,Zaki Rushdy
DT0001489,DR043,H005,Dispensing,29,2024-08-28,Basel Barakat
DT0001490,DR053,H005,Adjustment,18,2025-01-24,Ziad El-Assar
DT0001491,DR024,H005,Adjustment,16,2024-08-15,Zaki Khalil
DT0001492,DR131,H005,Dispensing,4,2025-03-24,Niveen Tobar
DT0001493,DR175,H005,Dispensing,43,2025-01-16,Ramy Hamza
DT0001494,DR003,H005,Dispensing,38,2025-04-22,Fares El-Shaer
DT0001495,DR100,H005,Dispensing,4,2025-04-23,Salma Hatem
DT0001496,DR072,H005,Dispensing,4,2024-11-10,Ayman Amin
DT0001497,DR071,H005,Dispensing,19,2024-11-26,Marwan Shehata
DT0001498,DR065,H005,Purchase,194,2024-09-02,Samir El-Naggar
DT0001499,DR115,H005,Wastage,18,2024-05-23,Walid El-Desouky
DT0001500,DR060,H005,Dispensing,9,2025-03-17,Nagy Eid
DT0001501,DR070,H005,Adjustment,10,2024-05-30,Ziad El-Assar
